Course,Admission_grade,Tuition_fees_up_to_date,Age_at_enrollment,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade
9085,134.7,1,18,6,6,17.0,6,6,15.5
9003,104.8,1,46,24,19,12.210526315789474,13,13,11.384615384615383
9070,126.5,1,30,8,6,13.0,9,5,12.857142857142858
9991,118.1,0,37,0,0,0.0,0,0,0.0
9003,160.0,1,20,7,6,13.571428571428571,9,6,12.714285714285714
9556,100.5,1,39,7,1,14.0,4,0,0.0
9773,110.0,0,53,5,0,0.0,5,0,0.0
9147,100.0,1,54,20,13,12.461538461538462,13,10,11.1
9085,140.0,1,19,8,4,14.4,6,5,13.0
9773,109.0,0,20,6,0,0.0,0,0,0.0
9773,120.9,1,18,6,6,14.333333333333334,6,6,14.166666666666666
9003,125.8,1,21,21,11,11.909090909090908,14,11,10.727272727272728
9070,161.2,1,18,8,6,13.714285714285714,8,6,14.375
9500,122.0,1,19,0,0,0.0,0,0,0.0
9500,127.9,1,18,10,5,13.46,8,7,12.2375
9773,135.8,1,19,6,6,15.0,6,6,13.333333333333334
171,149.7,1,18,0,0,0.0,0,0,0.0
9670,137.3,1,19,7,5,13.4,6,5,12.8
9238,110.0,1,34,13,4,11.25,8,4,13.75
9085,146.4,1,18,5,5,12.6,7,5,11.6
8014,121.0,1,50,8,6,12.666666666666666,6,6,11.833333333333334
9853,125.2,1,41,23,21,12.333333333333334,19,19,12.105263157894736
9773,119.6,1,22,11,5,12.0,11,5,11.0
9147,142.8,1,43,5,5,16.4,5,5,16.6
8014,123.5,1,50,1,0,0.0,0,0,0.0
9003,100.0,1,60,10,6,12.75,6,4,14.75
9991,150.3,1,47,5,5,14.8,5,5,14.4
171,128.2,1,22,22,17,10.36842105263158,18,17,11.5
9500,114.3,1,41,0,0,0.0,0,0,0.0
9254,120.0,1,32,21,13,12.692307692307692,22,13,12.384615384615383
9991,110.7,1,50,0,0,0.0,0,0,0.0
9556,169.2,0,54,7,0,0.0,10,0,0.0
9853,100.0,1,34,18,11,13.0,22,8,11.875
8014,144.5,1,45,13,4,12.5,8,3,11.666666666666666
8014,134.5,1,47,8,5,12.2,10,4,11.25
9991,113.4,1,33,14,1,10.0,13,2,12.0
8014,128.0,1,43,7,6,12.333333333333334,8,6,11.5
9003,120.0,1,54,13,13,14.307692307692308,15,12,15.23076923076923
8014,147.5,1,39,13,11,14.454545454545457,8,8,13.5
9991,120.7,1,39,6,5,11.0,5,5,13.2
9853,153.7,1,18,8,6,13.142857142857142,6,6,12.833333333333334
9238,121.9,1,19,8,6,13.75,7,6,11.857142857142858
9670,119.4,1,18,6,6,14.0,9,5,13.8
8014,157.8,1,44,13,8,13.75,9,6,12.5
9991,154.0,1,27,5,0,0.0,6,0,0.0
9670,135.9,1,18,6,6,13.166666666666666,8,6,12.428571428571429
8014,130.0,1,45,12,9,12.444444444444445,8,6,12.0
9853,118.9,1,20,7,6,12.666666666666666,7,5,13.0
8014,152.4,1,40,7,6,11.333333333333334,7,6,10.5
9500,100.0,1,18,8,7,13.6125,8,8,14.575
9500,129.0,1,21,8,7,12.414285714285716,8,7,12.414285714285716
171,148.9,1,20,0,0,0.0,0,0,0.0
8014,170.0,1,27,5,0,0.0,0,0,0.0
9556,130.0,1,32,10,7,11.0,8,8,13.125
9238,119.2,1,18,6,6,14.0,6,6,13.5
8014,129.0,1,37,13,4,12.0,10,3,12.0
9773,132.5,1,19,7,6,12.5,7,6,12.5
8014,115.0,1,41,8,6,11.333333333333334,9,6,11.333333333333334
9500,128.0,1,18,7,6,14.066666666666668,7,6,14.066666666666668
9085,125.1,1,21,14,8,13.555555555555555,10,7,13.571428571428571
9003,140.0,0,23,13,5,11.6,11,4,12.25
9773,120.9,1,18,0,0,0.0,0,0,0.0
9500,135.3,1,18,8,8,13.27625,8,8,13.27625
9085,125.2,1,21,0,0,0.0,0,0,0.0
9238,135.7,1,19,8,6,14.375,8,6,14.75
9147,110.0,1,47,0,0,0.0,0,0,0.0
8014,110.0,1,39,19,12,13.416666666666666,10,10,14.5
9500,115.2,1,19,9,6,12.97166666666667,9,7,12.321428571428571
9991,112.9,1,38,16,14,10.928571428571429,16,12,11.833333333333334
9003,119.4,0,27,6,0,0.0,7,0,0.0
171,152.9,1,18,0,0,0.0,0,0,0.0
9238,98.5,1,48,14,6,11.333333333333334,11,5,12.4
9670,108.0,1,25,6,1,11.0,5,0,0.0
9500,120.0,1,32,9,7,12.757142857142856,9,7,12.757142857142856
9773,150.2,1,18,6,6,14.5,6,6,14.666666666666666
8014,139.2,1,20,6,6,13.833333333333334,7,6,14.571428571428571
9147,130.0,1,20,8,4,11.25,7,5,10.4
171,115.7,1,20,0,0,0.0,0,0,0.0
9991,118.1,1,39,9,0,0.0,5,2,12.5
9130,119.1,1,29,10,1,13.0,14,0,0.0
9991,111.9,1,36,5,0,0.0,5,0,0.0
9500,130.5,1,18,12,7,11.971428571428572,12,7,11.971428571428572
8014,135.0,1,51,12,0,0.0,11,0,0.0
9773,130.0,1,23,11,1,16.0,8,4,12.25
9085,150.0,1,21,0,0,0.0,0,0,0.0
9853,150.2,0,28,9,4,12.75,5,0,0.0
8014,107.5,1,41,2,0,0.0,0,0,0.0
8014,130.0,1,43,7,5,12.2,6,6,12.333333333333334
171,160.1,1,19,12,12,14.5,15,11,13.583333333333334
9003,140.0,1,26,13,6,13.0,14,11,13.833333333333334
9500,110.7,1,18,7,7,11.714285714285714,8,8,12.75
9853,138.3,1,45,12,4,10.25,10,3,13.0
9853,150.0,1,19,0,0,0.0,0,0,0.0
9670,112.3,1,20,9,6,12.375,7,6,13.142857142857142
9853,122.0,1,18,6,6,12.666666666666666,6,6,12.0
9085,141.7,1,27,13,3,10.5,19,1,12.0
9003,118.4,1,20,11,6,14.125,10,5,12.6
9085,128.7,1,18,7,6,14.666666666666666,12,6,13.833333333333334
171,100.8,1,26,0,0,0.0,0,0,0.0
9238,125.5,1,39,7,6,14.0,7,5,14.8
171,124.0,1,18,0,0,0.0,0,0,0.0
9500,130.0,1,36,7,0,0.0,7,0,0.0
8014,160.5,1,38,11,11,12.636363636363637,8,8,11.0
9853,100.0,1,45,11,3,12.333333333333334,13,2,11.0
9254,103.0,1,62,7,6,15.0,10,6,12.833333333333334
9670,103.0,1,20,8,4,11.75,10,6,12.666666666666666
9500,131.5,1,18,8,7,14.13714285714286,8,7,14.13714285714286
9070,121.4,1,18,6,2,12.0,6,1,11.0
9991,137.3,1,23,5,5,10.8,9,4,11.5
9070,138.4,1,19,8,6,13.285714285714286,8,6,12.5
9147,131.1,1,19,7,5,13.6,5,5,12.6
9500,100.0,1,18,8,7,13.55,8,8,14.1875
8014,100.0,1,41,10,4,13.5,7,6,11.166666666666666
9670,159.0,1,51,8,5,11.6,9,5,14.2
9238,120.6,1,24,16,10,12.5,9,4,12.6
9991,134.0,1,25,14,1,11.0,11,2,12.666666666666666
9147,116.5,1,20,8,4,11.6,10,3,12.333333333333334
171,113.9,1,19,0,0,0.0,0,0,0.0
9991,130.0,1,41,14,10,14.636363636363637,13,10,14.6
9254,129.9,1,19,8,6,13.0,6,6,12.166666666666666
9853,133.7,1,28,23,14,12.785714285714286,18,16,13.875
9070,124.8,1,21,6,6,14.5,7,5,12.0
9085,133.6,0,22,12,4,14.6,5,4,12.75
9773,133.5,0,18,7,6,12.5,6,6,12.166666666666666
9070,128.0,1,19,6,6,14.0,8,6,13.125
9500,127.2,1,19,7,7,13.801428571428572,8,8,14.575
9853,150.0,0,25,7,6,14.428571428571429,7,6,13.666666666666666
9500,127.8,1,18,7,6,14.35,7,6,14.35
9070,125.2,1,19,6,6,14.333333333333334,6,6,13.5
8014,100.0,1,46,9,6,13.333333333333334,6,6,11.833333333333334
171,151.4,0,19,12,12,13.0,14,11,13.25
9130,163.3,1,18,8,6,14.5,11,4,13.0
9500,118.0,1,19,8,7,11.82,8,7,11.82
9773,140.2,1,20,0,0,0.0,0,0,0.0
8014,128.5,1,38,6,5,12.4,7,6,12.666666666666666
9773,131.5,1,18,7,6,12.571428571428571,8,6,11.857142857142858
9500,132.6,1,18,7,7,13.857142857142858,8,8,14.9
9238,122.1,1,18,9,5,11.833333333333334,7,5,13.8
9130,133.0,1,19,6,6,14.666666666666666,8,6,13.666666666666666
8014,127.0,0,37,4,0,0.0,10,0,0.0
9500,136.4,1,19,9,7,13.422222222222224,11,7,12.18888888888889
9773,129.0,1,19,7,6,14.0,8,5,12.2
9556,119.0,1,19,8,7,12.142857142857142,8,8,13.375
9147,128.0,1,18,5,5,12.8,5,5,13.0
9500,117.1,1,18,7,7,14.572857142857142,9,8,14.955555555555556
9147,136.3,1,18,9,4,11.25,6,4,11.0
9130,130.7,1,18,8,5,14.4,11,4,14.6
9500,115.2,1,20,7,7,12.982857142857142,8,8,14.4625
9085,130.2,1,20,14,6,15.75,8,6,13.0
9085,128.5,1,18,11,5,12.285714285714286,19,3,14.0
9500,95.0,1,20,7,6,13.755,9,7,13.571428571428571
9670,119.4,1,18,7,6,13.833333333333334,11,6,13.5
9500,123.5,1,19,0,0,0.0,0,0,0.0
9500,133.9,1,18,9,7,14.711111111111112,9,8,14.627777777777778
9085,145.2,1,20,13,11,14.615384615384617,11,9,13.7
9500,118.8,1,18,7,7,13.677142857142858,9,8,14.533333333333331
9085,123.4,1,19,8,5,13.166666666666666,5,5,12.8
9238,123.0,1,19,11,5,10.8,12,5,11.333333333333334
9130,118.4,1,19,8,3,12.0,7,5,12.833333333333334
9500,131.6,1,18,8,6,13.958333333333334,8,8,14.71875
9853,122.3,1,19,9,4,13.0,9,4,12.25
171,151.7,1,24,0,0,0.0,0,0,0.0
171,176.0,1,18,0,0,0.0,0,0,0.0
9500,133.0,1,18,8,7,14.0,8,7,14.0
9773,119.6,1,19,6,4,12.0,11,3,11.333333333333334
8014,134.0,1,35,8,8,13.625,7,7,14.0
9147,132.0,1,19,7,4,12.5,8,4,10.0
9853,130.0,1,28,25,14,12.428571428571429,22,11,11.909090909090908
9500,141.4,1,21,8,7,13.3875,8,8,15.9
9500,128.9,1,19,8,6,12.648333333333332,9,8,12.205555555555556
9238,118.1,1,19,6,6,14.0,6,6,13.333333333333334
9085,130.6,1,18,12,5,12.8,10,5,11.857142857142858
9254,122.0,1,18,8,6,11.333333333333334,11,6,10.833333333333334
9500,123.0,0,19,0,0,0.0,0,0,0.0
9670,126.7,1,20,6,6,14.166666666666666,9,6,13.0
9773,126.6,1,18,6,6,12.833333333333334,6,6,13.833333333333334
9853,125.4,0,19,11,4,12.0,9,6,11.833333333333334
9773,136.1,1,20,6,6,13.0,7,6,13.142857142857142
9670,111.1,0,18,6,6,12.333333333333334,8,5,13.6
9070,135.9,1,21,8,6,12.571428571428571,8,6,11.625
9254,119.6,1,19,6,6,12.333333333333334,6,6,12.833333333333334
9853,116.7,1,19,8,5,13.0,8,4,10.75
9773,134.2,1,18,6,6,13.166666666666666,8,5,14.2
9147,123.0,1,18,7,5,13.333333333333334,6,5,13.6
9085,123.9,1,18,9,4,13.0,8,5,13.142857142857142
9556,120.0,1,31,21,5,10.9,21,3,11.7
9085,123.0,1,20,7,6,15.857142857142858,6,6,16.0
9085,122.3,1,19,5,5,12.6,9,3,13.0
9238,122.8,1,19,8,6,14.0,7,6,14.571428571428571
9130,160.0,0,27,8,3,14.666666666666666,7,2,13.0
9773,120.1,1,18,6,6,13.666666666666666,6,6,14.0
8014,142.4,1,32,0,0,0.0,0,0,0.0
9500,127.3,1,18,8,7,12.628571428571428,8,7,12.628571428571428
9500,125.5,1,19,8,7,14.232857142857142,8,7,14.232857142857142
9254,122.0,1,18,15,2,10.0,12,0,0.0
9670,107.5,1,18,11,4,12.25,10,4,11.0
9773,104.0,0,24,6,6,13.5,6,6,13.0
9238,133.1,1,19,8,5,12.2,7,6,11.5
9254,113.3,1,21,0,0,0.0,0,0,0.0
9070,130.0,1,19,11,6,12.0,9,8,12.75
9556,105.0,1,36,11,6,12.35,12,5,12.5
9085,144.0,1,51,0,0,0.0,0,0,0.0
8014,107.5,0,29,6,0,0.0,5,0,0.0
9238,127.4,0,27,8,5,11.6,9,5,12.0
9147,120.0,0,57,17,12,11.75,16,9,12.22222222222222
9670,120.0,1,26,7,3,11.333333333333334,7,3,13.666666666666666
9670,118.2,1,19,5,5,10.8,5,4,12.25
9085,160.0,1,23,10,5,12.5,8,2,13.5
9991,152.4,1,27,5,5,15.2,6,5,14.166666666666666
9500,116.6,1,20,7,7,13.314285714285717,8,8,12.575
9070,141.6,1,19,12,11,13.090909090909092,12,11,12.083333333333334
9130,105.5,0,19,0,0,0.0,0,0,0.0
9070,116.3,1,20,8,5,12.2,6,6,11.5
9991,119.5,1,22,17,15,11.2,15,14,12.428571428571429
9147,125.0,1,18,8,3,12.333333333333334,7,4,12.0
9500,160.0,1,27,8,7,15.94285714285714,8,7,15.94285714285714
9991,150.0,1,27,0,0,0.0,0,0,0.0
9238,115.0,1,19,10,4,10.25,8,6,10.714285714285714
8014,112.8,1,23,6,6,14.166666666666666,6,6,12.5
9500,131.0,1,22,23,20,14.575,23,20,14.575
9254,121.6,1,18,9,1,10.0,6,0,0.0
9238,110.0,1,18,7,6,12.285714285714286,8,6,11.428571428571429
8014,148.5,1,31,6,6,14.0,6,6,12.333333333333334
9773,118.3,1,19,8,4,11.25,0,0,0.0
8014,115.8,1,24,12,1,12.0,12,0,0.0
9500,121.2,1,19,10,7,13.47,8,8,13.32625
9147,136.2,1,19,6,5,12.4,5,5,12.8
9670,100.2,0,26,9,3,11.75,11,4,11.5
171,152.7,0,27,0,0,0.0,0,0,0.0
9238,123.1,1,19,7,6,12.0,7,6,12.428571428571429
9085,130.0,1,29,8,5,15.333333333333334,6,5,15.4
9500,125.0,1,18,8,8,12.32,8,8,12.32
9500,113.1,1,19,7,7,13.79857142857143,8,8,14.75625
9147,162.3,1,18,6,5,16.333333333333332,5,5,15.4
171,132.0,1,19,0,0,0.0,0,0,0.0
9500,130.7,1,19,7,7,14.757142857142856,9,8,15.366666666666667
9254,122.3,1,19,7,6,11.666666666666666,6,6,12.333333333333334
9773,118.2,1,19,6,6,11.666666666666666,6,6,11.5
9238,133.5,1,19,6,6,15.0,6,6,13.333333333333334
9500,126.8,0,18,0,0,0.0,0,0,0.0
9773,121.0,1,20,7,6,13.571428571428571,6,6,13.333333333333334
9254,117.7,1,20,8,5,10.8,9,4,11.5
9991,129.2,1,31,16,5,11.4,10,6,12.833333333333334
9556,125.8,1,20,14,7,10.642857142857142,8,8,11.55
9500,142.0,1,18,7,6,14.65,7,6,14.65
9500,126.7,1,19,7,7,13.714285714285714,11,8,14.863636363636363
9238,109.3,1,30,19,15,12.266666666666667,14,13,12.071428571428571
9147,121.7,1,19,8,5,11.0,6,5,15.4
9147,117.1,1,22,5,5,13.8,5,5,13.0
9773,114.4,1,18,6,6,12.666666666666666,6,6,12.833333333333334
9238,133.0,1,18,8,6,11.75,10,5,12.0
9500,118.8,1,19,8,7,12.785714285714286,8,7,12.785714285714286
9130,151.0,1,18,11,6,14.444444444444445,6,6,13.333333333333334
171,149.9,1,20,0,0,0.0,0,0,0.0
9085,120.1,1,18,8,4,12.75,10,4,11.75
9085,173.3,1,25,7,6,16.857142857142858,6,6,16.5
9773,126.2,1,19,6,6,13.166666666666666,6,6,15.0
9085,157.4,1,26,7,6,16.5,8,6,14.285714285714286
9147,120.2,1,21,10,4,11.75,6,5,11.6
9147,124.8,1,19,14,1,11.0,6,0,0.0
9500,130.3,1,19,8,7,15.114285714285714,8,7,15.114285714285714
9238,152.4,1,18,8,6,15.5,7,6,14.285714285714286
9991,113.5,1,32,12,7,11.142857142857142,10,8,12.0
9238,125.7,1,18,6,6,11.333333333333334,8,6,11.333333333333334
9670,120.0,1,39,6,5,10.6,7,4,10.75
171,162.2,0,18,0,0,0.0,0,0,0.0
9773,155.7,1,18,6,6,15.666666666666666,6,6,13.833333333333334
171,147.7,1,21,12,12,15.333333333333334,15,11,15.0
9003,125.0,1,21,23,9,12.0,21,8,11.25
9147,129.8,1,22,8,3,10.333333333333334,11,2,10.0
171,117.3,1,21,0,0,0.0,0,0,0.0
9254,126.5,1,20,7,6,12.857142857142858,8,5,11.8
9500,123.0,1,19,8,7,14.328571428571427,8,7,14.328571428571427
9238,127.7,1,20,7,6,15.0,6,6,16.333333333333332
9085,117.5,1,19,9,5,13.6,5,5,12.4
9085,128.4,1,18,12,5,12.857142857142858,8,4,13.25
9853,124.1,1,18,7,2,14.5,6,1,10.0
9991,140.9,1,24,7,3,10.666666666666666,7,3,10.5
9254,126.2,0,21,7,6,13.428571428571429,8,6,11.333333333333334
9500,120.5,1,18,12,7,11.716666666666663,13,4,10.868
9147,121.1,1,20,11,4,12.0,5,5,12.8
9853,123.7,0,20,11,5,13.2,8,4,10.75
9254,116.9,1,18,7,5,12.2,10,4,12.25
9556,100.0,1,25,11,5,12.58,9,6,12.157142857142857
33,153.8,1,35,9,0,0.0,8,0,0.0
9500,120.1,1,19,9,6,12.428571428571429,8,8,14.0
9670,128.1,1,18,6,6,13.0,6,6,13.0
9500,126.8,1,19,8,7,14.535714285714286,8,7,14.535714285714286
9070,146.2,1,18,6,6,16.0,6,6,13.666666666666666
9130,140.0,1,24,13,5,13.142857142857142,15,3,12.666666666666666
8014,134.5,1,25,23,11,11.6875,20,8,11.142857142857142
9085,107.5,1,19,9,6,13.833333333333334,12,5,13.666666666666666
9119,112.2,1,19,0,0,0.0,0,0,0.0
9130,128.2,0,30,13,0,0.0,5,0,0.0
9500,126.8,1,19,9,0,0.0,8,0,0.0
9147,132.1,1,21,10,1,10.0,5,0,0.0
171,110.0,1,19,0,0,0.0,0,0,0.0
9003,100.0,0,29,9,0,0.0,6,0,0.0
9670,114.3,1,18,7,4,12.6,6,4,13.0
9070,116.9,1,20,13,7,12.375,8,4,11.25
9773,127.0,0,18,6,0,0.0,0,0,0.0
9147,120.0,1,19,6,5,12.6,8,3,12.666666666666666
9254,110.0,1,35,7,0,0.0,6,0,0.0
9500,127.0,1,20,8,7,12.84142857142857,8,7,12.84142857142857
9238,159.5,1,33,6,0,0.0,5,0,0.0
9773,135.2,1,18,7,6,14.166666666666666,6,6,12.833333333333334
9773,118.0,1,19,12,4,10.8,14,3,11.0
9773,123.6,1,18,6,6,13.0,12,0,0.0
9991,111.0,0,28,0,0,0.0,0,0,0.0
9147,144.6,1,18,5,5,13.0,6,5,13.333333333333334
9773,111.8,1,25,8,6,11.571428571428571,9,6,11.571428571428571
9238,122.1,0,19,6,4,11.5,6,5,11.0
9070,119.9,1,18,8,5,11.0,6,4,10.75
9003,130.0,1,29,10,6,17.11111111111111,9,6,15.571428571428571
9254,112.6,1,20,9,6,12.571428571428571,6,6,12.166666666666666
9003,150.0,1,20,6,0,0.0,8,0,0.0
9070,165.8,1,18,7,6,14.5,6,6,15.166666666666666
9254,101.7,1,21,6,6,13.5,6,6,12.333333333333334
9254,124.3,0,18,9,5,11.2,14,2,10.0
9119,122.1,1,20,10,3,10.666666666666666,5,4,12.25
9991,154.5,1,26,2,0,0.0,8,0,0.0
9670,128.8,1,19,5,1,10.0,5,0,0.0
9556,106.0,0,24,14,5,12.36,15,5,12.0
9670,146.2,1,20,8,6,15.25,7,6,14.714285714285714
9991,116.9,0,26,5,0,0.0,6,0,0.0
9147,118.2,1,31,8,1,13.0,9,4,12.25
9500,105.7,1,27,8,8,13.81375,8,8,13.81375
9085,126.9,1,24,8,6,13.285714285714286,13,6,12.875
9500,108.4,1,20,8,7,11.9625,9,8,13.044444444444444
9500,114.2,1,20,9,6,13.683333333333332,11,6,13.116666666666667
9500,140.0,1,24,8,7,14.985714285714286,8,7,14.985714285714286
9773,126.5,1,18,8,4,12.5,6,5,12.6
9085,111.3,1,20,0,0,0.0,0,0,0.0
9500,125.1,1,18,10,7,13.78,10,8,13.661
9500,126.3,1,19,10,7,13.805,8,8,14.2725
9085,142.2,1,18,7,5,13.8,5,5,12.6
9500,127.0,1,18,7,7,14.424285714285714,8,8,13.9375
9238,128.6,1,18,7,6,13.166666666666666,6,6,12.5
9238,134.4,1,34,20,14,12.071428571428571,13,11,12.272727272727272
8014,100.0,1,38,10,3,10.25,7,1,12.0
9500,133.0,1,19,8,8,14.11,8,8,14.11
9853,126.7,1,19,9,5,12.4,10,3,10.666666666666666
9773,129.0,0,21,7,6,12.0,6,6,12.0
9773,133.7,1,18,6,6,14.833333333333334,6,6,13.5
9085,122.2,1,20,7,6,15.428571428571429,7,6,13.5
9147,128.9,1,18,7,5,11.6,11,5,11.4
9070,154.4,1,18,6,6,14.166666666666666,6,6,14.0
9556,130.0,1,36,9,1,9.8,7,0,0.0
9147,113.0,1,18,12,4,10.714285714285714,9,4,11.0
9130,123.3,1,21,7,0,0.0,5,0,0.0
9130,130.0,1,21,13,3,12.333333333333334,12,1,13.0
9085,101.3,1,18,13,6,13.0,15,6,12.25
9670,113.7,1,18,7,4,11.4,5,4,11.25
9500,138.8,1,19,7,6,12.766666666666666,7,6,12.766666666666666
9003,140.0,1,29,11,5,12.6,6,6,12.666666666666666
9147,130.0,1,20,8,7,13.0,5,5,13.4
9500,132.5,1,18,7,6,14.316666666666668,7,6,14.316666666666668
9085,117.4,1,19,7,4,12.75,5,5,12.0
9147,109.8,1,19,5,5,13.4,5,5,12.6
8014,116.5,0,37,6,0,0.0,5,0,0.0
9085,165.2,1,18,6,4,15.75,5,5,13.8
9853,113.0,1,21,9,5,12.4,11,1,11.0
9238,123.3,1,19,8,6,11.5,7,6,12.333333333333334
9670,116.7,1,19,5,5,13.4,5,5,14.0
9500,118.9,1,30,0,0,0.0,0,0,0.0
9773,103.6,1,27,11,7,13.285714285714286,13,5,11.6
9254,122.7,1,45,10,4,11.5,16,2,10.5
8014,113.5,1,50,11,8,13.25,8,7,11.714285714285714
9147,128.2,1,41,24,11,12.25,12,10,13.4
9003,130.0,1,44,10,1,12.0,6,0,0.0
9147,110.0,1,23,15,13,10.923076923076923,10,7,11.142857142857142
33,117.7,1,34,12,10,12.0,11,5,11.0
9147,99.6,1,21,10,5,13.714285714285714,7,5,14.4
9147,117.9,1,22,8,1,10.0,8,2,13.0
8014,113.0,1,32,18,2,10.333333333333334,7,6,11.5
9556,124.4,1,20,8,7,12.728571428571428,8,8,14.625
8014,140.0,0,59,22,12,13.333333333333334,8,8,12.875
9254,124.0,1,18,7,6,11.333333333333334,9,6,10.833333333333334
9991,149.8,1,36,5,5,13.8,6,5,13.8
9556,160.0,1,36,16,1,12.0,13,0,0.0
9670,114.6,0,19,9,4,11.25,11,3,10.166666666666666
9991,120.0,1,25,6,4,10.5,6,5,12.0
9003,100.0,1,35,20,18,11.555555555555555,13,13,11.615384615384617
9238,128.5,1,20,13,1,14.0,7,0,0.0
9003,113.0,0,35,17,1,13.0,8,0,0.0
9238,150.8,1,27,13,2,11.0,14,1,11.0
8014,114.8,1,19,8,4,10.5,8,4,11.25
9500,129.0,0,26,11,4,12.86,10,5,11.566666666666668
9238,110.5,1,19,10,6,14.25,7,6,14.0
9500,132.5,0,19,0,0,0.0,0,0,0.0
171,130.7,1,18,0,0,0.0,0,0,0.0
9500,130.4,1,19,7,7,13.894285714285711,8,8,14.3625
9500,124.3,1,19,8,7,13.46875,8,8,13.31375
9085,132.6,1,19,5,5,13.6,5,5,14.6
8014,146.7,1,21,6,6,14.666666666666666,6,6,13.833333333333334
9773,130.1,1,18,6,6,13.666666666666666,7,6,13.0
9254,120.0,1,33,22,10,13.3,11,11,13.727272727272728
8014,121.3,1,32,13,11,13.454545454545457,13,7,12.428571428571429
9500,133.3,1,17,8,8,13.41625,8,8,13.41625
9500,110.5,1,31,0,0,0.0,0,0,0.0
8014,102.5,1,32,6,6,11.333333333333334,8,5,13.0
9085,150.9,1,18,8,6,16.0,10,6,14.625
9991,117.9,0,40,5,0,0.0,6,0,0.0
9991,135.0,1,32,5,5,14.8,5,5,14.2
9119,120.0,0,40,7,1,13.0,5,2,14.0
171,167.1,1,18,0,0,0.0,0,0,0.0
9991,115.8,0,28,14,4,10.0,6,1,10.0
9070,141.2,1,19,11,5,11.2,7,6,12.0
9773,118.4,1,19,8,6,11.833333333333334,11,3,13.0
9147,134.3,1,21,0,0,0.0,0,0,0.0
9147,128.7,1,22,8,2,10.5,10,0,0.0
9119,116.1,0,18,8,5,12.5,7,5,13.571428571428571
171,100.0,1,27,0,0,0.0,0,0,0.0
9991,130.0,1,30,14,9,12.333333333333334,12,8,12.0
9130,150.0,1,28,9,0,0.0,8,1,10.0
9238,132.0,1,20,11,5,11.142857142857142,9,6,11.571428571428571
9254,125.0,0,31,19,5,12.166666666666666,12,5,12.0
9119,116.2,0,21,9,2,11.0,8,2,11.5
9670,100.0,0,27,8,1,11.0,6,3,10.666666666666666
9773,132.9,1,19,10,4,13.25,13,5,11.8
9003,140.0,0,21,17,2,12.5,10,0,0.0
9670,100.1,0,35,10,7,12.142857142857142,9,4,12.25
9085,128.2,1,28,8,3,12.0,10,3,11.333333333333334
9773,136.1,0,19,8,0,0.0,0,0,0.0
9070,130.3,1,20,6,6,12.833333333333334,8,6,12.666666666666666
9085,142.5,0,37,7,5,12.0,7,3,11.666666666666666
9254,114.6,1,19,13,2,12.0,12,1,13.0
9500,108.5,1,36,18,0,0.0,7,0,0.0
9147,140.0,1,29,0,0,0.0,0,0,0.0
9003,120.0,1,30,10,6,11.375,10,5,11.6
9670,120.0,1,32,15,2,12.0,7,0,0.0
9003,140.0,1,37,17,1,12.0,23,2,10.5
9119,111.3,1,27,7,3,12.0,7,2,11.0
9773,131.0,1,18,7,6,12.714285714285714,8,5,11.833333333333334
9500,139.5,1,18,8,8,15.3,8,8,15.3
9003,110.0,0,32,12,2,11.5,9,0,0.0
9003,115.0,1,22,12,0,0.0,10,0,0.0
9500,154.3,1,32,0,0,0.0,0,0,0.0
9670,115.2,0,19,7,3,12.666666666666666,10,5,13.125
9773,130.6,1,18,6,6,13.5,6,6,14.0
9147,117.4,1,18,7,5,12.0,10,5,11.4
9147,150.0,0,38,6,0,0.0,5,0,0.0
9853,131.3,1,21,8,5,11.8,8,4,10.5
9238,120.4,0,21,12,2,11.5,13,1,13.0
9500,125.0,1,19,7,6,14.616666666666667,7,6,14.616666666666667
9254,142.7,1,18,9,4,11.0,12,3,11.333333333333334
9147,130.0,1,25,0,0,0.0,0,0,0.0
9500,120.8,1,19,22,7,12.192307692307692,22,7,12.192307692307692
9254,130.3,1,18,6,6,12.833333333333334,7,6,12.333333333333334
9147,119.9,1,19,8,5,12.875,6,5,11.833333333333334
9238,110.5,1,22,6,6,12.166666666666666,6,6,12.5
9003,160.0,1,21,11,6,13.428571428571429,12,6,12.857142857142858
9085,118.6,1,21,6,6,14.5,8,6,14.666666666666666
9853,112.3,1,20,7,7,12.142857142857142,7,7,12.857142857142858
9500,125.0,1,18,7,6,13.9,7,6,13.9
9500,105.8,1,26,12,3,13.766666666666666,11,3,12.066666666666668
9147,121.5,1,31,17,13,11.615384615384617,14,11,12.545454545454543
9238,134.2,1,18,6,6,15.166666666666666,7,6,14.142857142857142
9147,130.0,1,35,5,0,0.0,5,0,0.0
9238,108.7,1,19,9,5,10.8,8,6,10.714285714285714
9500,136.7,1,18,7,7,13.995714285714287,9,8,14.955555555555556
9085,119.1,1,20,8,6,13.285714285714286,16,6,11.8
171,151.3,1,19,12,12,12.75,16,11,13.25
9853,127.4,1,18,7,7,12.714285714285714,7,7,12.285714285714286
9500,124.0,1,23,8,8,12.88625,8,8,12.88625
9070,155.0,1,21,7,5,13.0,6,6,12.666666666666666
9147,114.0,1,19,7,5,12.2,6,5,11.2
